ID_Cliente;Ingreso_Mensual;Gasto_Marketing;Edad;Puntaje_Satisfaccion;Tiempo_Plataforma;Tipo_Suscripcion;Genero;Decision_Compra;Sector_Industrial;Nivel_Fidelidad
672;11669.74;1108.29;52;67;223.7;estándar;Femenino;No;Finanzas;Medio
673;19457.91;1102.06;36;62;33.4;estándar;Masculino;No;Retail;Alto
674;19328.52;969.4;29;92;164.1;básica;Masculino;Sí;Retail;Alto
675;14666.2;1603.84;33;70;187.8;Premium;No responde;No;Finanzas;Alto
676;17499.82;1119.42;60;79;160.6;estándar;Masculino;No;Tecnología;Alto
677;16002.41;1504.29;27;70;113.8;básica;Femenino;Sí;Finanzas;Medio
678;28885.22;1580.33;42;97;11.8;estándar;Masculino;No;Retail;Alto
679;25210.55;1449.58;37;66;63.6;estándar;No responde;No;Tecnología;Alto
680;26722.0;1092.09;48;89;121.4;básica;Masculino;Sí;Finanzas;Medio
681;24247.52;1300.93;21;68;68.8;estándar;Masculino;Sí;Finanzas;Medio
682;15919.27;1193.95;61;64;249.0;básica;Femenino;No;Finanzas;Medio
683;18639.66;974.07;40;58;54.3;estándar;Masculino;Sí;Tecnología;Bajo
684;23202.19;1281.09;19;59;51.7;Premium;Masculino;Sí;Finanzas;Alto
685;15500.42;905.24;39;93;47.1;básica;Femenino;Sí;Finanzas;Medio
686;24208.49;1496.92;54;80;58.6;estándar;Masculino;Sí;Tecnología;Medio
687;19918.54;1083.85;25;72;107.8;Premium;Femenino;No;Tecnología;Medio
688;19313.31;1250.29;24;79;157.3;Premium;Femenino;Sí;Tecnología;Bajo
689;24199.32;1270.82;31;82;140.4;estándar;Femenino;Sí;Finanzas;Alto
690;22999.18;1135.27;20;58;207.9;estándar;Femenino;No;Retail;Medio
691;19375.65;1346.67;33;96;270.5;estándar;Masculino;Sí;Tecnología;Alto
692;26216.98;1081.27;36;50;213.2;Premium;Femenino;Sí;Tecnología;Medio
693;16135.22;1417.82;35;93;12.3;Premium;Femenino;Sí;Tecnología;Medio
694;23771.71;863.51;33;84;169.8;básica;Masculino;No;Retail;Bajo
695;23668.96;1231.59;25;60;38.0;estándar;Masculino;Sí;Retail;Bajo
696;19607.04;1684.73;50;83;27.1;estándar;Masculino;Sí;Finanzas;Medio
697;22467.6;949.92;29;65;132.1;estándar;Femenino;Sí;Retail;Alto
698;15369.99;1030.56;28;58;56.2;estándar;Masculino;Sí;Finanzas;Medio
699;25158.12;1328.48;22;81;17.1;estándar;Femenino;Sí;Tecnología;Medio
700;20167.94;1244.9;44;64;27.8;Premium;Masculino;Sí;Tecnología;Alto
701;18647.75;1287.66;29;61;10.1;básica;Femenino;No;Retail;Medio
702;25720.54;1322.3;34;82;290.2;básica;Masculino;Sí;Tecnología;Bajo
703;17830.45;1358.68;23;94;13.0;estándar;Femenino;No;Tecnología;Medio
704;14661.92;1477.42;50;63;38.2;básica;Masculino;Sí;Finanzas;Medio
705;13995.17;1302.45;22;57;74.6;básica;Masculino;No;Retail;Bajo
706;23727.04;1139.69;45;57;62.9;básica;Femenino;Sí;Tecnología;Alto
707;15238.07;1368.14;31;76;301.3;estándar;Femenino;No;Tecnología;Alto
708;28896.57;1674.97;22;61;14.9;Premium;Masculino;Sí;Tecnología;Medio
709;11631.32;1166.84;50;50;96.1;estándar;No responde;Sí;Finanzas;Medio
710;28634.05;956.37;65;92;146.9;estándar;Masculino;Sí;Tecnología;Medio
711;21949.58;1476.77;58;89;332.1;básica;Femenino;No;Tecnología;Alto
712;20564.79;1169.9;36;91;126.2;estándar;Femenino;Sí;Retail;Alto
713;18547.86;656.83;39;100;205.4;estándar;Masculino;Sí;Tecnología;Alto
714;22796.11;1411.86;22;60;20.5;estándar;Masculino;No;Tecnología;Bajo
715;20830.64;1066.17;19;88;68.5;básica;Masculino;Sí;Tecnología;Medio
716;25964.86;1177.37;47;92;66.2;básica;Masculino;No;Tecnología;Medio
717;21514.02;1283.0;64;80;270.9;básica;Masculino;No;Tecnología;Alto
718;21676.36;1247.62;56;66;29.7;estándar;Masculino;No;Tecnología;Alto
719;19363.75;1377.36;21;82;29.8;Premium;Femenino;Sí;Finanzas;Medio
720;20743.74;1091.13;50;81;57.8;Premium;Femenino;Sí;Tecnología;Alto
721;22385.11;1328.28;30;78;16.7;estándar;Masculino;Sí;Finanzas;Medio
722;13304.24;1135.11;37;70;34.2;estándar;Femenino;No;Finanzas;Medio
723;14933.17;1384.7;24;70;413.0;Premium;Femenino;Sí;Retail;Medio
724;24344.69;1353.84;32;89;77.1;básica;Femenino;Sí;Tecnología;Medio
725;21768.89;966.14;40;72;130.0;estándar;Femenino;No;Tecnología;Medio
726;20172.07;1471.5;31;55;165.4;Premium;Masculino;Sí;Retail;Alto
727;21082.95;1066.01;40;71;64.9;básica;Masculino;No;Retail;Medio
728;22564.12;1402.01;36;99;29.1;Premium;Masculino;No;Retail;Medio
729;18571.08;1291.82;46;87;37.8;Premium;Femenino;No;Tecnología;Alto
730;17497.63;1659.55;37;86;55.1;estándar;Masculino;No;Finanzas;Bajo
731;21881.3;1144.13;46;94;131.3;Premium;Femenino;Sí;Tecnología;Alto
732;16597.32;1112.67;41;100;71.0;estándar;Masculino;Sí;Tecnología;Alto
733;22837.14;1195.15;35;57;10.8;estándar;Masculino;No;Retail;Alto
734;13338.37;1124.21;27;90;98.9;básica;Femenino;Sí;Tecnología;Bajo
735;25631.2;1399.99;58;98;315.4;básica;Masculino;Sí;Retail;Medio
736;23126.69;795.92;25;84;210.6;básica;Masculino;No;Finanzas;Medio
737;22152.13;936.58;43;100;219.3;estándar;Femenino;Sí;Finanzas;Alto
738;25422.11;933.05;46;60;200.2;básica;Masculino;No;Finanzas;Medio
739;28494.64;1437.58;27;73;56.9;básica;Femenino;No;Retail;Medio
740;25564.67;1627.65;34;98;183.9;básica;Femenino;No;Retail;Bajo
741;12716.07;1173.89;19;70;28.5;estándar;Masculino;No;Tecnología;Alto
742;15241.9;1157.79;23;100;138.7;Premium;Masculino;No;Retail;Alto
743;18188.32;1217.51;22;51;133.1;Premium;Masculino;No;Tecnología;Alto
744;21117.41;1490.47;45;89;13.1;estándar;Femenino;Sí;Tecnología;Bajo
745;23329.47;968.16;58;68;196.1;Premium;Femenino;Sí;Tecnología;Medio
746;17734.15;1259.59;22;88;290.3;estándar;Masculino;No;Retail;Medio
747;21840.45;1443.8;35;77;47.3;estándar;Femenino;No;Retail;Medio
748;17600.78;1325.27;43;66;210.8;estándar;Masculino;Sí;Finanzas;Bajo
749;18248.17;1247.4;37;55;20.3;básica;Masculino;Sí;Tecnología;Bajo
750;14670.03;1450.26;58;68;119.9;Premium;Masculino;Sí;Finanzas;Medio
751;16845.45;524.19;44;87;89.8;estándar;Masculino;Sí;Finanzas;Alto
752;14917.42;1369.47;29;77;104.7;estándar;Femenino;No;Retail;Alto
753;16608.57;1036.48;24;51;322.8;estándar;Femenino;No;Retail;Bajo
754;25741.39;742.34;20;87;256.0;básica;Femenino;Sí;Tecnología;Medio
755;16727.71;1327.8;27;86;194.5;básica;Masculino;No;Finanzas;Alto
756;32845.72;1543.41;51;100;48.4;estándar;Masculino;Sí;Retail;Medio
757;23219.93;1165.64;42;53;301.4;básica;Masculino;No;Finanzas;Bajo
758;21831.76;1438.22;52;71;22.3;estándar;Masculino;Sí;Retail;Medio
759;17137.39;1603.07;33;75;240.3;estándar;No responde;No;Finanzas;Medio
760;24151.39;1528.73;19;98;57.7;estándar;Femenino;Sí;Finanzas;Bajo
761;18409.63;1609.99;41;92;16.6;estándar;Femenino;Sí;Tecnología;Medio
762;21549.04;1385.53;27;85;142.8;estándar;Femenino;Sí;Tecnología;Alto
763;32520.38;1218.86;55;62;41.6;estándar;Masculino;Sí;Retail;Bajo
764;20567.73;799.51;39;81;43.5;estándar;Femenino;Sí;Retail;Bajo
765;26171.73;1138.48;43;66;53.8;estándar;Masculino;Sí;Tecnología;Bajo
766;17835.71;989.19;60;90;17.9;estándar;Masculino;Sí;Finanzas;Medio
767;20842.55;1742.74;56;85;33.4;Premium;Masculino;No;Retail;Alto
768;28968.6;1156.03;44;95;10.6;básica;Masculino;No;Finanzas;Bajo
769;18178.65;1230.8;46;68;80.7;estándar;Femenino;No;Finanzas;Alto
770;29156.02;1337.87;64;84;20.6;Premium;Femenino;No;Retail;Bajo
771;24184.88;1210.9;55;95;147.7;estándar;Masculino;Sí;Finanzas;Bajo
772;18468.9;1623.76;37;89;42.2;básica;Femenino;Sí;Retail;Medio
773;23845.83;1044.34;44;77;355.0;estándar;Femenino;Sí;Finanzas;Bajo
774;25376.5;1248.65;58;50;256.0;básica;Masculino;No;Tecnología;Medio
775;23798.14;1014.38;37;91;51.0;básica;Femenino;No;Tecnología;Alto
776;13933.99;869.99;61;67;193.5;Premium;Masculino;Sí;Retail;Medio
777;17727.88;1047.06;36;97;205.1;estándar;Masculino;Sí;Retail;Alto
778;19886.17;1190.74;37;89;527.2;básica;Femenino;Sí;Retail;Medio
779;20665.05;1092.67;52;82;119.3;Premium;Masculino;No;Retail;Alto
780;23793.02;1026.89;64;61;20.3;Premium;Femenino;Sí;Tecnología;Medio
781;21799.65;848.42;19;57;134.9;estándar;Masculino;Sí;Finanzas;Bajo
782;14990.95;1179.22;47;73;127.7;básica;Femenino;Sí;Retail;Bajo
783;22710.89;823.82;51;65;132.0;Premium;Masculino;No;Retail;Medio
784;23747.64;1390.01;39;99;54.0;estándar;Femenino;No;Retail;Medio
785;23519.06;1220.61;20;53;245.7;estándar;Femenino;Sí;Finanzas;Medio
786;25863.51;835.61;23;87;394.7;Premium;Femenino;No;Finanzas;Bajo
787;24752.65;1122.7;32;93;39.5;estándar;Femenino;Sí;Retail;Medio
788;23066.31;1011.96;44;76;21.1;básica;Femenino;No;Tecnología;Medio
789;20684.25;1279.79;27;58;36.0;estándar;Masculino;No;Retail;Bajo
790;13525.68;1535.11;26;96;216.1;básica;Masculino;Sí;Retail;Medio
791;22933.28;731.21;50;65;145.5;estándar;Femenino;Sí;Finanzas;Bajo
792;21934.59;1228.76;49;61;131.3;estándar;Femenino;No;Tecnología;Bajo
793;22222.1;1159.97;65;80;71.7;básica;Masculino;Sí;Finanzas;Bajo
794;15254.63;1367.84;23;73;113.5;estándar;Masculino;No;Retail;Alto
795;16135.25;1253.3;58;63;54.2;básica;Femenino;No;Finanzas;Medio
796;25739.19;1012.01;53;94;87.8;básica;Masculino;No;Tecnología;Bajo
797;20822.0;1120.24;19;74;199.0;estándar;Femenino;Sí;Finanzas;Medio
798;24066.75;1000.99;46;83;487.1;básica;Masculino;Sí;Finanzas;Medio
799;21127.43;1469.0;21;52;333.5;estándar;Femenino;No;Finanzas;Alto
800;21133.9;1205.33;18;73;335.9;básica;Femenino;Sí;Tecnología;Alto
801;25222.28;1675.3;36;91;71.7;estándar;Masculino;No;Tecnología;Medio
802;18677.8;1184.83;43;58;85.9;Premium;Femenino;No;Retail;Medio
803;21432.54;1022.9;42;75;156.8;estándar;Masculino;Sí;Tecnología;Medio
804;18919.76;821.57;27;69;316.4;estándar;Femenino;No;Tecnología;Medio
805;19044.77;749.22;32;89;28.4;Premium;Masculino;Sí;Tecnología;Medio
806;19608.73;803.97;39;59;53.5;básica;Masculino;Sí;Retail;Medio
807;21999.6;1266.78;65;68;28.0;básica;Femenino;No;Retail;Medio
808;18845.63;1327.18;38;52;123.6;estándar;Masculino;No;Tecnología;Medio
809;26650.9;804.7;39;73;53.9;básica;Masculino;Sí;Tecnología;Medio
810;16974.27;1423.76;53;54;57.4;Premium;Masculino;No;Retail;Alto
811;20159.08;1079.23;51;52;18.8;básica;Masculino;Sí;Retail;Medio
812;19021.21;1236.7;47;76;61.7;estándar;Masculino;Sí;Tecnología;Medio
813;27511.4;1603.06;42;65;248.1;estándar;Femenino;Sí;Tecnología;Medio
814;21884.5;1424.21;62;98;41.8;básica;Femenino;No;Finanzas;Medio
815;25643.3;1132.87;45;64;152.6;estándar;Masculino;Sí;Finanzas;Medio
816;14314.98;977.2;18;84;129.2;básica;Masculino;Sí;Finanzas;Alto
817;22201.73;662.05;62;61;249.0;estándar;Femenino;Sí;Finanzas;Bajo
818;25003.34;1020.21;21;90;27.0;básica;Masculino;No;Tecnología;Alto
819;21370.28;1147.22;24;93;465.8;Premium;Masculino;Sí;Retail;Bajo
820;25794.66;953.21;26;75;114.9;Premium;Femenino;Sí;Retail;Medio
821;18672.2;1167.19;53;96;657.8;básica;Femenino;Sí;Retail;Medio
822;27342.06;1219.21;36;83;301.0;básica;Masculino;Sí;Tecnología;Alto
823;31345.04;1143.79;18;72;40.0;estándar;Femenino;No;Retail;Alto
824;19367.23;1037.5;27;80;16.9;básica;Masculino;Sí;Retail;Alto
825;18995.24;1242.16;53;99;45.4;Premium;Masculino;No;Tecnología;Alto
826;27540.23;1310.49;26;69;100.0;estándar;Femenino;Sí;Finanzas;Medio
827;28108.07;927.4;62;61;32.6;estándar;Femenino;No;Tecnología;Medio
828;18647.13;1552.73;63;72;32.0;Premium;Femenino;Sí;Tecnología;Medio
829;19109.16;1175.35;59;53;84.5;estándar;Masculino;Sí;Tecnología;Alto
830;19731.97;1204.71;49;72;14.1;Premium;Masculino;Sí;Tecnología;Bajo
831;14949.97;1377.05;49;97;25.6;Premium;Femenino;No;Tecnología;Medio
832;16866.07;1258.3;23;97;74.5;básica;Masculino;No;Finanzas;Alto
833;16481.37;1438.28;65;50;17.8;básica;Femenino;Sí;Retail;Medio
834;17544.91;1271.78;55;74;70.7;Premium;Femenino;No;Retail;Alto
835;20843.92;1046.89;34;51;87.1;Premium;Femenino;Sí;Tecnología;Alto
836;22053.97;1290.38;27;79;82.0;básica;Femenino;Sí;Retail;Medio
837;27977.25;914.07;44;52;254.1;Premium;Femenino;Sí;Finanzas;Medio
838;16507.41;1227.14;52;70;100.6;estándar;Femenino;No;Retail;Bajo
839;25429.45;1191.69;38;74;85.7;básica;Masculino;No;Retail;Medio
840;20037.05;1147.97;42;69;73.5;Premium;Masculino;Sí;Finanzas;Bajo
841;20777.41;1167.87;45;98;214.2;básica;Femenino;Sí;Finanzas;Bajo
842;24036.69;729.54;64;71;280.5;Premium;Femenino;Sí;Retail;Bajo
843;15947.75;1062.82;32;70;240.3;básica;Femenino;Sí;Tecnología;Medio
844;22720.84;1223.21;21;82;144.3;estándar;Femenino;Sí;Retail;Alto
845;21749.03;1239.96;46;87;27.7;básica;Masculino;Sí;Retail;Alto
846;23216.03;943.08;26;64;48.9;estándar;Femenino;Sí;Retail;Medio
847;22301.26;1516.43;44;95;15.7;estándar;Femenino;Sí;Finanzas;Medio
848;32048.85;983.46;43;64;330.5;básica;Femenino;Sí;Retail;Alto
849;18130.17;1442.36;36;95;139.7;estándar;Femenino;Sí;Finanzas;Medio
850;18610.51;1306.8;45;74;174.6;estándar;Femenino;Sí;Tecnología;Alto
851;18195.87;1038.44;34;70;54.8;básica;Masculino;No;Tecnología;Medio
852;18500.35;1643.83;60;73;234.2;Premium;Femenino;Sí;Tecnología;Alto
853;18131.76;901.59;58;54;46.1;básica;Femenino;Sí;Finanzas;Medio
854;26350.57;1429.79;59;55;10.2;estándar;Masculino;Sí;Finanzas;Medio
855;27392.27;1450.15;37;98;66.7;estándar;Masculino;Sí;Retail;Alto
856;18431.64;1032.34;62;92;111.5;estándar;Masculino;Sí;Retail;Medio
857;17254.4;1548.12;57;97;88.2;básica;Masculino;Sí;Retail;Medio
858;23121.37;1137.49;56;93;247.7;estándar;Femenino;Sí;Finanzas;Alto
859;18515.0;1272.17;40;96;23.4;estándar;Masculino;No;Finanzas;Alto
860;23848.19;1265.08;64;72;106.8;estándar;Masculino;Sí;Retail;Medio
861;21913.15;1166.42;49;53;96.3;Premium;Femenino;Sí;Retail;Medio
862;14179.15;1402.7;64;76;49.7;estándar;Masculino;No;Tecnología;Medio
863;27963.77;1398.37;50;67;217.3;básica;Masculino;Sí;Retail;Alto
864;29081.45;762.87;63;70;177.7;básica;Femenino;No;Retail;Medio
865;18242.45;1526.09;22;77;168.4;básica;Femenino;Sí;Tecnología;Alto
866;19255.34;784.38;60;84;260.7;básica;Femenino;No;Finanzas;Bajo
867;22286.39;1458.14;65;71;164.0;estándar;Femenino;Sí;Retail;Medio
868;22505.06;1481.68;51;89;41.7;básica;Femenino;Sí;Finanzas;Bajo
869;23963.45;927.26;57;72;156.7;básica;Masculino;No;Tecnología;Medio
870;30045.92;1097.3;28;52;54.1;básica;Masculino;Sí;Retail;Medio
871;20203.74;923.57;20;89;43.3;básica;Femenino;Sí;Retail;Medio
872;17407.66;1146.27;50;99;19.1;básica;Masculino;No;Tecnología;Medio
873;14793.06;1122.99;28;59;173.5;básica;Femenino;Sí;Retail;Medio
874;17710.81;1394.92;33;74;159.0;estándar;Femenino;Sí;Tecnología;Medio
875;20850.93;1527.58;35;98;42.1;estándar;Masculino;No;Tecnología;Medio
876;29075.51;1548.92;47;57;176.1;básica;Masculino;Sí;Tecnología;Medio
877;18670.75;1059.46;65;60;309.9;estándar;Masculino;No;Tecnología;Medio
878;22007.05;1147.69;27;54;23.7;básica;Masculino;No;Retail;Bajo
879;20926.1;779.14;35;94;41.8;básica;Masculino;Sí;Tecnología;Medio
880;26347.77;998.53;55;86;176.5;básica;Masculino;Sí;Retail;Medio
881;32371.2;1441.21;36;94;48.5;estándar;Femenino;Sí;Finanzas;Medio
882;18611.09;1603.9;53;87;127.6;estándar;Masculino;Sí;Retail;Medio
883;18797.52;891.41;30;78;20.2;básica;No responde;No;Finanzas;Bajo
884;25698.72;1051.88;63;54;82.2;básica;Masculino;Sí;Retail;Bajo
885;24068.51;1193.4;20;58;171.2;Premium;Femenino;Sí;Retail;Medio
886;29310.18;1270.04;27;97;149.2;básica;Masculino;No;Tecnología;Medio
887;23627.68;997.6;55;51;212.5;básica;Masculino;No;Finanzas;Medio
888;19383.19;1306.02;18;50;261.9;Premium;Femenino;Sí;Finanzas;Medio
889;23657.95;1081.54;44;89;188.0;Premium;No responde;Sí;Tecnología;Bajo
890;25989.17;1196.39;63;100;143.6;estándar;Femenino;No;Tecnología;Alto
891;24692.17;1336.57;25;79;13.9;estándar;Femenino;No;Tecnología;Alto
892;23282.73;1201.61;63;60;101.9;básica;Masculino;Sí;Retail;Alto
893;25800.04;1090.9;59;77;14.6;básica;Femenino;Sí;Retail;Medio
894;26261.83;1172.6;34;93;208.1;estándar;Femenino;Sí;Retail;Bajo
895;27219.72;1177.91;26;61;56.4;básica;Masculino;Sí;Tecnología;Alto
896;23919.19;1107.5;23;88;109.2;estándar;Masculino;Sí;Finanzas;Medio
897;20247.97;1135.3;60;75;49.3;Premium;Femenino;No;Tecnología;Medio
898;21660.21;1599.66;42;62;193.1;Premium;No responde;No;Tecnología;Medio
899;26429.29;1340.23;56;57;271.1;básica;Masculino;No;Retail;Medio
900;17323.79;1126.13;45;77;71.0;estándar;Masculino;Sí;Tecnología;Bajo
901;22659.03;1374.24;50;79;248.5;estándar;Masculino;No;Tecnología;Alto
902;19229.98;1116.55;54;58;47.3;Premium;Masculino;No;Tecnología;Medio
903;21129.35;1493.28;26;88;101.8;básica;Femenino;Sí;Retail;Alto
904;26753.03;1292.41;35;80;244.9;básica;Femenino;Sí;Finanzas;Medio
905;21859.95;1173.17;38;70;57.3;básica;Masculino;Sí;Finanzas;Bajo
906;21208.96;1311.93;19;96;379.6;básica;Masculino;No;Retail;Alto
907;14880.65;807.28;60;83;25.6;básica;Femenino;Sí;Tecnología;Alto
908;24358.14;918.31;55;80;12.2;estándar;Masculino;No;Retail;Medio
909;23904.68;901.52;57;74;291.4;estándar;Masculino;Sí;Retail;Medio
910;30734.65;1235.74;53;61;18.5;básica;Femenino;No;Tecnología;Medio
911;19615.0;1633.13;60;50;587.7;estándar;Femenino;Sí;Tecnología;Alto
912;21986.18;1757.83;54;71;372.9;básica;Femenino;No;Tecnología;Alto
913;22122.23;1359.51;32;89;27.7;Premium;Masculino;Sí;Finanzas;Medio
914;28098.54;1325.21;45;86;102.6;Premium;Femenino;No;Tecnología;Alto
915;20571.17;749.74;35;96;34.5;Premium;Femenino;Sí;Finanzas;Bajo
916;22255.6;1064.33;51;50;77.1;Premium;Masculino;Sí;Tecnología;Alto
917;23735.53;1003.05;39;50;17.6;básica;Masculino;Sí;Tecnología;Medio
918;21839.74;1044.79;28;91;40.4;básica;Femenino;Sí;Retail;Alto
919;18991.05;1157.96;30;91;64.2;estándar;Femenino;Sí;Retail;Alto
920;21873.4;1081.98;21;70;79.3;Premium;Masculino;Sí;Tecnología;Medio
921;25831.34;705.18;39;64;465.3;básica;Masculino;No;Tecnología;Medio
922;16380.68;1386.98;24;66;207.9;básica;Masculino;Sí;Tecnología;Alto
923;21598.36;931.81;60;71;170.5;Premium;Masculino;No;Tecnología;Alto
924;17849.46;1259.81;41;87;102.4;básica;Femenino;Sí;Tecnología;Alto
925;26377.71;1718.52;21;84;229.9;estándar;Femenino;Sí;Finanzas;Medio
926;14145.66;970.15;45;94;59.7;estándar;Femenino;No;Retail;Medio
927;18484.85;567.43;32;65;158.1;básica;Femenino;Sí;Retail;Alto
928;22697.45;1128.5;18;57;619.7;básica;Masculino;No;Tecnología;Medio
929;28044.86;1475.24;20;96;55.3;estándar;Femenino;Sí;Tecnología;Medio
930;20704.12;1689.59;31;66;144.5;estándar;Femenino;Sí;Tecnología;Bajo
931;18501.6;892.61;55;66;233.2;Premium;No responde;No;Retail;Bajo
932;29465.21;1324.17;18;75;307.0;básica;Femenino;No;Retail;Medio
933;14483.94;1083.67;55;62;161.9;básica;Femenino;Sí;Tecnología;Alto
934;11105.37;1173.51;55;66;50.0;estándar;Femenino;Sí;Finanzas;Alto
935;22980.07;1861.09;38;87;57.4;estándar;Masculino;No;Retail;Medio
936;18740.76;824.26;65;66;12.5;básica;Masculino;Sí;Tecnología;Bajo
937;16404.45;1263.43;46;97;181.7;estándar;Femenino;No;Tecnología;Medio
938;24187.6;1316.92;22;63;15.2;básica;Masculino;Sí;Retail;Medio
939;22097.1;1471.45;27;94;250.0;básica;Masculino;Sí;Finanzas;Medio
940;18461.65;1224.5;45;55;25.2;básica;Masculino;No;Tecnología;Medio
941;15238.63;1277.01;38;84;32.6;estándar;Masculino;Sí;Tecnología;Alto
942;24926.06;1102.09;24;95;87.7;estándar;Masculino;Sí;Retail;Medio
943;23925.91;1267.28;20;63;170.7;estándar;Masculino;No;Tecnología;Alto
944;20553.71;1114.2;62;96;28.0;estándar;Femenino;Sí;Retail;Alto
945;29309.87;1355.39;64;57;79.6;Premium;Femenino;Sí;Retail;Medio
946;16184.62;1107.6;37;64;89.1;básica;Femenino;Sí;Tecnología;Alto
947;14135.14;1294.28;36;76;38.6;básica;Masculino;Sí;Tecnología;Alto
948;17886.41;1192.68;52;62;24.7;básica;Masculino;Sí;Retail;Alto
949;20794.86;1481.51;21;98;227.3;básica;Masculino;Sí;Tecnología;Bajo
950;22095.03;1187.15;22;80;93.8;estándar;Femenino;Sí;Tecnología;Medio
951;19914.44;756.74;18;84;11.7;estándar;Masculino;Sí;Finanzas;Alto
952;22584.25;1515.48;21;55;204.9;estándar;Masculino;No;Tecnología;Medio
953;15368.07;973.57;29;54;484.3;básica;Masculino;Sí;Retail;Alto
954;27496.94;1036.56;44;71;121.7;básica;Masculino;Sí;Tecnología;Medio
955;20630.32;1051.08;59;98;94.1;estándar;Masculino;No;Retail;Medio
956;26027.83;1543.61;40;72;262.9;básica;Masculino;Sí;Tecnología;Bajo
957;22542.26;666.08;42;74;375.7;estándar;Masculino;No;Finanzas;Medio
958;23055.39;1984.44;38;83;178.6;Premium;Masculino;Sí;Retail;Bajo
959;23563.95;1464.01;41;75;80.8;estándar;Femenino;No;Tecnología;Bajo
960;23014.69;1255.81;42;96;117.6;estándar;Femenino;No;Retail;Bajo
961;23892.25;1186.28;62;54;154.9;estándar;Masculino;Sí;Tecnología;Medio
962;26981.19;1271.39;63;75;35.9;básica;Femenino;Sí;Retail;Medio
963;21884.35;1330.28;49;69;81.1;estándar;No responde;Sí;Finanzas;Medio
964;24190.52;1361.3;49;55;222.5;básica;Femenino;Sí;Retail;Alto
965;20596.19;1338.9;22;55;137.6;básica;Masculino;Sí;Tecnología;Alto
966;27480.53;1222.4;53;99;73.6;estándar;Femenino;No;Retail;Medio
967;17956.23;1150.67;63;67;140.6;Premium;Femenino;Sí;Tecnología;Medio
968;29104.23;1162.18;59;53;25.1;básica;Masculino;Sí;Finanzas;Bajo
969;20819.29;1151.27;59;66;71.6;estándar;Femenino;No;Retail;Alto
970;14561.51;1483.44;56;63;199.1;Premium;Femenino;Sí;Tecnología;Alto
971;21576.47;1348.39;33;63;39.9;Premium;Femenino;No;Tecnología;Medio
972;17935.27;464.9;50;62;34.7;estándar;Masculino;No;Finanzas;Medio
973;24782.9;1363.98;38;56;371.5;básica;Femenino;Sí;Finanzas;Alto
974;18063.19;1248.68;26;93;38.3;Premium;Masculino;Sí;Tecnología;Bajo
975;18992.17;1195.32;23;64;46.3;básica;Masculino;Sí;Tecnología;Medio
976;12497.07;1102.87;62;68;429.3;estándar;Masculino;No;Retail;Medio
977;18964.62;1481.03;52;92;169.2;básica;Masculino;Sí;Tecnología;Bajo
978;10092.54;1436.88;56;96;154.3;estándar;Masculino;No;Tecnología;Medio
979;13872.44;1006.78;39;93;240.0;básica;Femenino;No;Tecnología;Medio
980;24421.87;1301.76;58;84;24.8;estándar;Masculino;Sí;Tecnología;Bajo
981;24536.1;957.09;22;66;156.9;básica;Femenino;No;Retail;Alto
982;22914.56;855.1;59;84;94.1;básica;Masculino;Sí;Finanzas;Medio
983;16648.61;1043.32;40;68;222.0;estándar;Femenino;No;Retail;Alto
984;20785.3;1415.6;34;69;95.1;Premium;Masculino;Sí;Tecnología;Alto
985;20983.79;1438.28;29;85;126.2;Premium;Femenino;Sí;Retail;Bajo
986;15787.36;1328.27;40;84;88.0;básica;Femenino;Sí;Retail;Medio
987;27765.29;1381.27;33;81;88.0;estándar;Masculino;No;Tecnología;Medio
988;24948.13;1329.04;20;97;185.3;estándar;Masculino;Sí;Finanzas;Bajo
989;20005.66;1039.63;47;93;128.8;básica;Femenino;Sí;Retail;Bajo
990;21120.99;1307.98;39;89;130.4;básica;Masculino;Sí;Finanzas;Bajo
991;21937.72;1400.1;26;73;81.8;estándar;Masculino;Sí;Retail;Medio
992;11812.19;1388.57;46;66;100.9;Premium;No responde;No;Retail;Medio
993;19887.7;1497.23;64;56;174.3;estándar;Masculino;No;Tecnología;Alto
994;17931.07;1377.08;54;92;219.8;estándar;Femenino;Sí;Retail;Medio
995;16492.71;1287.86;40;99;153.1;estándar;Femenino;Sí;Tecnología;Medio
996;19735.05;1467.54;30;50;319.4;básica;Masculino;Sí;Finanzas;Medio
997;29089.59;1193.37;49;84;216.0;estándar;Masculino;Sí;Finanzas;Medio
998;23883.79;979.53;63;81;109.0;estándar;Femenino;Sí;Finanzas;Bajo
999;18429.69;1159.23;64;85;143.6;básica;Femenino;Sí;Retail;Medio
1000;23576.62;1013.77;65;62;322.9;Premium;Masculino;Sí;Finanzas;Medio
